# mRNA and protein levels, scaled to (average) molecules per haploid cell, sampled according to mean and variance of SCM estimates, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	n.mrna	n.prot
YLL061W	MMP1	2.6928	575.5100	10	3
YLL062C	MHT1	1.2219	244.5485	10	4
YLL063C	AYT1	0.7857	112.4398	10	0
YLL064C	PAU18	0.4698	96.1501	7	0
YLL066C		0.6316	53.5296	5	0
YLL066W-B		0.4117	9.5792	1	0
YLL067C		0.7107	45.4290	5	0
YLR001C		1.3920	904.0208	11	3
YLR002C	NOC3	8.5962	1889.0398	10	6
YLR003C	CMS1	2.6555	1287.0704	10	5
YLR004C	THI73	0.8263	35.8698	8	1
YLR005W	SSL1	4.3775	1864.0507	11	3
YLR006C	SSK1	2.9522	480.6241	10	5
YLR007W	NSE1	1.7630	350.6125	9	1
YLR008C	PAM18	2.3805	1640.2977	10	2
YLR009W	RLP24	2.9850	4371.3836	11	3
YLR010C	TEN1	1.5249	104.3157	9	0
YLR011W	LOT6	1.2407	140.3781	10	3
YLR012C		0.2455	3.7455	7	0
YLR013W	GAT3	0.2163	16.5724	5	0
YLR014C	PPR1	0.5531	74.3977	10	0
YLR015W	BRE2	1.8008	390.7388	10	3
YLR016C	PML1	3.4380	588.4756	9	2
YLR017W	MEU1	7.1921	3308.3547	11	7
YLR018C	POM34	5.3551	1124.1005	11	4
YLR019W	PSR2	5.8010	2729.4875	11	2
YLR020C	YEH2	5.6432	643.8053	10	4
YLR021W	IRC25	2.0489	535.3439	9	3
YLR022C	SDO1	9.7934	3515.6680	10	5
YLR023C	IZH3	2.2712	999.6206	12	2
YLR024C	UBR2	0.9085	162.0359	10	3
YLR025W	SNF7	6.6324	3002.8893	11	7
YLR026C	SED5	2.2026	1527.7216	11	5
YLR027C	AAT2	9.7551	13368.6700	12	8
YLR028C	ADE16	15.5174	7084.2293	12	7
YLR029C	RPL15A	26.4352	111779.1641	11	5
YLR030W		1.1166	59.0705	8	0
YLR031W		0.5957	159.7288	8	0
YLR032W	RAD5	2.2285	285.5567	10	3
YLR033W	RSC58	4.5725	1121.2128	10	8
YLR034C	SMF3	2.9323	1544.1283	10	3
YLR035C	MLH2	0.8326	193.0104	9	2
YLR035C-A		0.3120	2.1886	2	1
YLR036C		1.4940	357.3485	10	1
YLR037C	PAU23	2.0131	737.2084	11	0
YLR038C	COX12	4.8172	3060.1122	12	6
YLR039C	RIC1	0.9181	339.4013	11	5
YLR040C	AFB1	1.4034	645.7982	11	0
YLR042C		1.9926	364.1911	11	1
YLR043C	TRX1	17.9010	14097.1900	10	8
YLR044C	PDC1	73.4378	744708.1013	12	10
YLR045C	STU2	2.8954	326.3725	10	7
YLR046C		4.0074	809.7131	10	0
YLR047C	FRE8	0.4365	71.9435	9	0
YLR048W	RPS0B	27.2721	51664.8204	10	7
YLR049C		1.2852	566.3009	11	1
YLR050C		2.5269	1151.5416	12	4
YLR051C	FCF2	3.2870	2146.1440	11	3
YLR052W	IES3	5.6430	3158.9795	10	4
YLR053C		0.9614	122.8245	7	0
YLR054C	OSW2	0.2511	11.8062	7	0
YLR055C	SPT8	7.3272	907.8053	8	5
YLR056W	ERG3	19.7811	33571.9399	12	6
YLR057W	MNL2	1.6130	361.5428	11	3
YLR058C	SHM2	45.9307	83564.9949	12	10
YLR059C	REX2	6.1540	2302.3595	11	7
YLR060W	FRS1	22.2226	15752.5857	12	9
YLR061W	RPL22A	52.4585	38884.5726	10	9
YLR063W	BMT6	5.8453	641.3628	10	4
YLR064W	PER33	5.1234	2042.2904	11	3
YLR065C	ENV10	3.3110	5717.8096	10	3
YLR066W	SPC3	4.3907	964.0747	10	6
YLR067C	PET309	0.9344	389.6007	9	1
YLR068W	FYV7	2.2389	484.1933	9	5
YLR069C	MEF1	8.6428	3613.5854	12	6
YLR070C	XYL2	1.1561	124.0450	10	0
YLR071C	RGR1	4.0960	1196.7891	11	6
YLR072W		3.6809	510.7300	9	3
YLR073C	RFU1	4.2887	529.2450	9	2
YLR074C	BUD20	6.5123	3977.3286	12	5
YLR075W	RPL10	36.9663	304961.3701	11	8
YLR077W	FMP25	1.1061	234.1922	10	2
YLR078C	BOS1	2.5217	1119.5892	11	3
YLR079W	SIC1	4.1451	1433.9024	12	4
YLR080W	EMP46	1.1700	214.5407	9	3
YLR081W	GAL2	0.9471	296.8799	10	0
YLR082C	SRL2	2.5828	276.3730	9	3
YLR083C	EMP70	14.5316	5893.2177	11	5
YLR084C	RAX2	6.8714	2326.0484	10	3
YLR085C	ARP6	0.9191	152.2268	10	2
YLR086W	SMC4	2.6591	841.6750	10	7
YLR087C	CSF1	0.3242	63.5357	9	1
YLR088W	GAA1	6.1006	2012.9264	12	5
YLR089C	ALT1	6.0496	2413.5312	12	7
YLR090W	XDJ1	2.7049	1080.1643	11	4
YLR091W	GEP5	0.9524	108.2221	11	0
YLR092W	SUL2	0.3260	62.2575	10	0
YLR093C	NYV1	1.4440	795.8088	10	4
YLR094C	GIS3	2.8035	1085.9018	9	2
YLR095C	IOC2	5.2904	1324.9211	12	6
YLR096W	KIN2	2.5469	1106.6188	10	5
YLR097C	HRT3	1.5763	298.7675	10	2
YLR098C	CHA4	1.1425	256.7772	10	1
YLR099C	ICT1	3.8763	632.6709	11	1
YLR099W-A	MIM2	1.5267	143.0973	4	1
YLR100W	ERG27	10.2087	5071.4810	11	7
YLR102C	APC9	1.5557	321.9456	9	0
YLR103C	CDC45	2.8659	456.3315	10	3
YLR104W	LCL2	5.5893	2260.1335	10	4
YLR105C	SEN2	1.4901	318.1331	10	3
YLR106C	MDN1	4.6352	274.3531	9	8
YLR107W	REX3	1.8654	711.8447	11	1
YLR108C		2.9083	184.6480	10	5
YLR109W	AHP1	63.1774	190577.6693	12	10
YLR110C	CCW12	57.9994	139628.3640	11	4
YLR113W	HOG1	12.9598	9486.0384	12	8
YLR114C	AVL9	4.1199	642.3884	10	7
YLR115W	CFT2	4.9851	2079.8430	11	4
YLR116W	MSL5	6.2179	910.6778	9	4
YLR117C	CLF1	4.1587	766.8926	10	3
YLR118C		7.6511	2543.1979	12	5
YLR119W	SRN2	2.5364	830.7596	10	2
YLR120C	YPS1	7.3990	2847.9968	12	4
YLR121C	YPS3	0.9451	144.2237	9	1
YLR125W		0.1681	12.5782	8	0
YLR126C		4.3669	285.0314	10	4
YLR127C	APC2	1.4741	241.8726	11	2
YLR128W	DCN1	0.8905	146.2860	10	2
YLR129W	DIP2	8.5202	4601.0070	11	6
YLR130C	ZRT2	5.6046	1513.0313	12	3
YLR131C	ACE2	2.7736	499.0646	10	4
YLR132C	USB1	1.1800	271.2801	11	3
YLR133W	CKI1	5.1516	1912.9830	12	6
YLR134W	PDC5	10.2258	4388.2993	11	9
YLR135W	SLX4	1.2702	239.7539	10	1
YLR136C	TIS11	2.0414	340.8314	10	0
YLR137W	RKM5	2.5112	238.5871	11	3
YLR138W	NHA1	2.8789	747.2792	11	4
YLR139C	SLS1	2.4586	331.8447	10	2
YLR141W	RRN5	0.6806	133.0914	9	1
YLR142W	PUT1	1.0353	49.7065	10	2
YLR143W	DPH6	3.2428	343.6747	10	6
YLR144C	ACF2	2.0652	409.2241	10	5
YLR145W	RMP1	1.6777	431.3804	9	1
YLR146C	SPE4	3.9851	915.6430	11	4
YLR146W-A		0.5339	30.8820	3	0
YLR147C	SMD3	2.8992	962.5268	9	4
YLR148W	PEP3	3.3540	634.6463	11	6
YLR149C		1.5834	210.1904	11	1
YLR150W	STM1	47.2993	58257.8693	12	9
YLR151C	PCD1	0.7213	73.8461	10	1
YLR152C		1.2818	148.6531	9	0
YLR153C	ACS2	30.3684	24633.6484	12	9
YLR154C	RNH203	3.2537	1945.3333	11	2
YLR154C-G		0.2069	3.0316	1	0
YLR154C-H		0.3953	10.6021	1	0
YLR154W-C	TAR1	0.0798	1.3576	1	0
YLR155C	ASP3-1	0.6647	122.9022	7	0
YLR156C-A		0.0813	0.8309	1	0
YLR156W		0.1202	21.3071	7	0
YLR157C	ASP3-2	1.1915	250.9901	5	0
YLR157C-A		NA	NA	0	0
YLR157C-B		0.3152	7.5665	1	0
YLR157C-C		0.0464	1.2052	1	0
YLR157W-D		NA	NA	0	0
YLR157W-E		0.1072	3.4964	1	0
YLR158C	ASP3-3	0.4095	124.9699	5	0
YLR159C-A		0.0503	0.6118	1	0
YLR159W		0.4315	121.2752	6	0
YLR160C	ASP3-4	1.1565	118.8429	6	0
YLR161W		0.7563	68.6171	6	0
YLR162W		2.4214	206.3436	8	1
YLR162W-A	RRT15	0.1045	7.3259	4	0
YLR163C	MAS1	4.2282	1724.5142	12	6
YLR164W	SHH4	0.7739	109.4862	10	0
YLR165C	PUS5	0.6890	194.7886	11	0
YLR166C	SEC10	3.0653	896.5265	11	4
YLR167W	RPS31	23.8981	149749.1963	13	7
YLR168C	UPS2	2.1961	793.6487	11	3
YLR170C	APS1	4.2591	3639.4027	10	3
YLR172C	DPH5	11.3223	5003.0945	13	6
YLR173W		1.0407	95.1696	10	2
YLR174W	IDP2	2.6568	451.7065	9	6
YLR175W	CBF5	17.3929	30449.4473	13	8
YLR176C	RFX1	1.1758	162.7933	11	2
YLR177W		2.2472	2358.4537	12	5
YLR178C	TFS1	9.4037	1654.6780	13	7
YLR179C		11.2853	11430.9235	12	8
YLR180W	SAM1	30.3108	60825.4384	13	10
YLR181C	VTA1	4.9073	726.7258	12	6
YLR182W	SWI6	3.1482	2229.3158	12	8
YLR183C	TOS4	1.6375	651.2731	11	2
YLR185W	RPL37A	19.0573	48503.3107	12	8
YLR186W	EMG1	7.0268	1912.2568	13	6
YLR187W	SKG3	3.9778	782.9248	11	4
YLR188W	MDL1	4.4179	1809.3895	12	3
YLR189C	ATG26	1.4334	272.6772	8	3
YLR190W	MMR1	4.3865	985.1939	12	4
YLR191W	PEX13	4.1324	674.1308	12	3
YLR192C	HCR1	21.6078	7430.9790	12	8
YLR193C	UPS1	2.2815	1374.4705	12	1
YLR194C		2.6842	1366.1910	12	3
YLR195C	NMT1	4.7734	1767.7097	12	6
YLR196W	PWP1	8.7592	4784.7479	12	6
YLR197W	NOP56	21.9257	16576.3357	12	8
YLR199C	PBA1	4.8233	860.9640	13	4
YLR200W	YKE2	7.1513	2900.5490	10	8
YLR201C	COQ9	3.4611	2802.0116	12	6
YLR203C	MSS51	6.6535	2198.6635	11	7
YLR204W	QRI5	2.4306	1079.6056	13	0
YLR205C	HMX1	1.5980	612.3902	11	1
YLR206W	ENT2	6.7318	6395.2364	12	5
YLR207W	HRD3	3.1995	471.5898	11	3
YLR208W	SEC13	18.4676	18334.3150	12	6
YLR209C	PNP1	3.9671	474.3621	13	6
YLR210W	CLB4	1.2770	463.7339	11	1
YLR211C	ATG38	1.3988	360.2771	11	2
YLR212C	TUB4	9.4837	1102.0714	12	6
YLR213C	CRR1	0.8536	118.8223	10	0
YLR214W	FRE1	2.2389	1972.7856	11	5
YLR215C	CDC123	4.1303	493.4367	11	5
YLR216C	CPR6	23.8865	23806.9906	12	8
YLR218C	COA4	2.9559	1471.9284	11	3
YLR219W	MSC3	3.0354	994.6834	12	4
YLR220W	CCC1	2.2154	589.7353	12	3
YLR221C	RSA3	7.2594	6398.8103	12	5
YLR222C	UTP13	8.5262	4405.2698	12	6
YLR223C	IFH1	2.4380	718.7860	10	3
YLR224W		1.7232	420.7459	12	0
YLR225C		4.5690	660.9904	11	4
YLR226W	BUR2	2.5563	356.5567	10	4
YLR227C	ADY4	0.7728	177.2855	11	0
YLR227W-A		NA	NA	0	0
YLR227W-B		0.0916	4.0757	1	0
YLR228C	ECM22	1.2500	263.3922	11	4
YLR229C	CDC42	6.9076	5687.3122	13	4
YLR231C	BNA5	5.3458	1787.9352	12	6
YLR233C	EST1	1.3540	233.6170	11	1
YLR234W	TOP3	0.5866	52.1117	10	3
YLR237W	THI7	4.0868	419.4710	12	4
YLR238W	FAR10	2.6941	388.8199	11	1
YLR239C	LIP2	2.7942	682.5931	11	2
YLR240W	VPS34	4.1867	436.3220	11	5
YLR241W	CSC1	1.4798	994.0054	11	2
YLR242C	ARV1	2.1148	250.4867	10	1
YLR243W	GPN3	1.6375	954.6946	12	2
YLR244C	MAP1	16.5639	5817.4572	13	8
YLR245C	CDD1	4.0942	479.5856	10	4
YLR246W	ERF2	0.4968	82.1525	11	0
YLR247C	IRC20	1.6239	345.6372	11	3
YLR248W	RCK2	4.7600	3354.5093	13	6
YLR249W	YEF3	85.2678	214061.9673	13	8
YLR250W	SSP120	5.7379	1207.5703	13	8
YLR251W	SYM1	2.1882	668.9962	12	2
YLR253W	MCP2	4.1145	743.9613	11	2
YLR254C	NDL1	2.3944	206.8455	11	1
YLR256W	HAP1	3.9687	2467.4509	10	2
YLR256W-A		0.3005	1.2180	1	2
YLR257W		16.9727	16259.7326	12	8
YLR258W	GSY2	10.5361	3671.0521	13	8
YLR259C	HSP60	25.8552	46710.6487	13	8
YLR260W	LCB5	1.9903	1026.5605	12	3
YLR262C	YPT6	8.6674	665.1826	10	5
YLR262C-A	TMA7	10.4132	2297.8504	7	7
YLR263W	RED1	0.9677	89.4463	11	0
YLR264C-A		0.5401	65.5723	4	0
YLR264W	RPS28B	19.4137	39818.1771	11	6
YLR265C	NEJ1	1.9281	306.2743	11	2
YLR266C	PDR8	1.5276	572.3896	11	0
YLR267W	BOP2	0.7096	69.5751	9	1
YLR268W	SEC22	2.3770	1485.5148	11	6
YLR270W	DCS1	4.4653	429.6145	11	8
YLR271W		1.7584	409.6616	11	2
YLR272C	YCS4	3.7963	592.6549	10	3
YLR273C	PIG1	0.5537	183.7314	10	0
YLR274W	MCM5	4.8545	2647.4007	12	5
YLR275W	SMD2	2.7324	576.2747	11	3
YLR276C	DBP9	3.9213	3900.6011	12	7
YLR277C	YSH1	4.7908	486.6172	11	5
YLR278C		1.7940	322.6437	11	3
YLR281C		0.9444	51.2326	9	0
YLR283W		1.4802	181.0493	10	2
YLR284C	ECI1	0.5383	39.7419	9	2
YLR285C-A		0.4652	73.7775	3	0
YLR285W	NNT1	7.9048	7559.4006	12	6
YLR286C	CTS1	14.0399	32307.1859	13	6
YLR287C		7.6721	1770.9153	12	6
YLR287C-A	RPS30A	30.4333	99971.2917	7	4
YLR288C	MEC3	2.2453	151.8787	11	1
YLR289W	GUF1	1.3904	183.0341	11	3
YLR290C	COQ11	2.4371	620.1315	12	3
YLR291C	GCD7	10.0719	3292.7007	12	6
YLR292C	SEC72	8.0266	3529.5310	13	6
YLR293C	GSP1	27.7394	46510.0376	12	7
YLR295C	ATP14	16.9388	8156.1953	11	7
YLR297W		2.1121	1010.6239	12	1
YLR298C	YHC1	4.2656	547.3317	11	3
YLR299W	ECM38	2.9235	440.8465	10	4
YLR300W	EXG1	13.0500	25290.3470	13	7
YLR301W	HRI1	12.7137	3642.5739	12	8
YLR303W	MET17	9.0928	2539.3108	11	8
YLR304C	ACO1	29.2873	29472.6821	13	8
YLR305C	STT4	2.8988	776.8199	11	4
YLR306W	UBC12	0.9038	109.6940	11	2
YLR307C-A		0.2654	5.4722	3	0
YLR307W	CDA1	0.6823	48.6164	6	0
YLR308W	CDA2	0.2158	3.8834	7	0
YLR309C	IMH1	3.7809	892.6426	12	6
YLR310C	CDC25	2.3719	789.1391	12	5
YLR312C		1.3744	84.2017	6	1
YLR312W-A	MRPL15	8.0514	903.6743	6	5
YLR313C	SPH1	2.2055	436.5910	11	1
YLR314C	CDC3	5.8371	1672.2628	11	4
YLR315W	NKP2	1.3941	58.3612	9	3
YLR316C	TAD3	2.2212	722.5596	10	2
YLR318W	EST2	2.3627	117.8139	7	0
YLR319C	BUD6	3.9168	253.8366	11	6
YLR320W	MMS22	0.7340	56.1812	11	1
YLR321C	SFH1	6.4763	3621.4891	11	5
YLR323C	CWC24	2.8451	574.2316	11	3
YLR324W	PEX30	5.9507	661.4774	12	6
YLR325C	RPL38	26.9136	69239.7668	10	9
YLR326W		1.3788	365.7344	11	4
YLR327C	TMA10	3.9412	2176.4166	12	4
YLR328W	NMA1	6.9954	1511.8356	12	6
YLR329W	REC102	0.4731	46.9345	10	0
YLR330W	CHS5	2.6879	2774.4124	12	6
YLR332W	MID2	6.9231	3167.2080	11	2
YLR333C	RPS25B	36.8001	52721.7133	13	7
YLR335W	NUP2	6.5753	2966.9506	13	8
YLR336C	SGD1	5.0156	1007.7782	11	6
YLR337C	VRP1	4.0336	1372.3627	9	7
YLR340W	RPP0	74.3822	293299.0426	13	8
YLR341W	SPO77	0.8453	34.7967	8	0
YLR342W	FKS1	21.7755	21674.2271	13	6
YLR342W-A		0.3545	30.2292	4	0
YLR343W	GAS2	1.2561	218.0250	10	0
YLR344W	RPL26A	46.6096	36291.3713	13	7
YLR345W		5.9102	455.8532	12	6
YLR346C		3.5025	464.3264	10	0
YLR347C	KAP95	16.5490	1802.3034	12	6
YLR348C	DIC1	3.7825	1235.0504	12	6
YLR350W	ORM2	5.6678	1314.0187	12	5
YLR351C	NIT3	4.4125	2403.0154	13	6
YLR352W		1.8204	69.2454	9	3
YLR353W	BUD8	0.7458	402.1487	12	0
YLR354C	TAL1	26.7781	35199.2628	13	11
YLR355C	ILV5	55.8923	71842.3076	13	10
YLR356W	ATG33	2.8909	675.4898	13	2
YLR357W	RSC2	5.1914	945.7586	11	7
YLR359W	ADE13	5.0293	6519.3508	13	7
YLR360W	VPS38	0.7452	199.7634	11	2
YLR361C	DCR2	2.3585	267.0868	10	4
YLR361C-A		1.2139	63.3079	4	3
YLR362W	STE11	2.1280	761.1090	11	6
YLR363C	NMD4	5.4069	640.3043	11	4
YLR363W-A		5.1844	669.1850	5	5
YLR364W	GRX8	2.2983	215.5840	12	3
YLR367W	RPS22B	19.0620	8417.9924	12	5
YLR368W	MDM30	3.0776	1565.0590	12	1
YLR369W	SSQ1	4.1745	798.7510	11	6
YLR370C	ARC18	12.7814	4097.5973	13	6
YLR371W	ROM2	1.8899	327.8502	11	3
YLR372W	ELO3	27.9705	36585.5263	12	5
YLR373C	VID22	3.3020	1615.2694	11	5
YLR375W	STP3	4.0950	3559.1272	12	5
YLR376C	PSY3	1.1813	305.6320	10	1
YLR377C	FBP1	1.8755	154.9958	8	3
YLR378C	SEC61	16.9499	20808.5320	13	6
YLR380W	CSR1	7.8528	1645.5550	11	8
YLR381W	CTF3	1.6992	234.1778	12	1
YLR382C	NAM2	4.1487	165.0771	12	3
YLR383W	SMC6	1.5430	78.1588	11	3
YLR384C	IKI3	7.6082	3325.5338	12	7
YLR385C	SWC7	1.1304	70.5986	9	2
YLR386W	VAC14	5.3452	1084.1189	11	6
YLR387C	REH1	6.8810	2352.9700	12	6
YLR388W	RPS29A	16.0013	46367.8093	12	8
YLR389C	STE23	2.8469	1554.9364	11	5
YLR390W	ECM19	3.9020	1397.1148	11	4
YLR390W-A	CCW14	9.0072	3607.4773	6	6
YLR392C	ART10	1.1728	231.1441	11	3
YLR393W	ATP10	1.5922	111.1007	9	3
YLR394W	CST9	0.7955	108.7524	10	0
YLR395C	COX8	5.0181	5247.1552	12	4
YLR396C	VPS33	2.9037	809.8659	11	4
YLR397C	AFG2	5.3780	625.7749	11	6
YLR398C	SKI2	9.9397	1523.9732	12	5
YLR399C	BDF1	7.2824	2217.4606	11	6
YLR401C	DUS3	6.1269	1399.0259	10	7
YLR403W	SFP1	3.2576	1728.6617	12	4
YLR404W	FLD1	2.8971	226.1148	13	2
YLR405W	DUS4	7.5022	2706.5720	13	4
YLR406C	RPL31B	26.7946	32243.5723	11	8
YLR406C-A		0.0480	1.2332	3	0
YLR407W		3.8950	615.0963	10	4
YLR408C	BLS1	1.7400	416.0203	12	1
YLR409C	UTP21	4.4895	2562.5443	12	6
YLR410W	VIP1	7.9107	2485.4863	12	9
YLR410W-A		0.0243	0.3598	0	1
YLR410W-B		0.3429	12.8863	1	1
YLR411W	CTR3	0.6266	128.4602	10	0
YLR412C-A		0.1260	1.1488	3	0
YLR412W	BER1	6.3805	1525.4366	13	4
YLR413W	INA1	13.8514	14905.4338	12	7
YLR414C	PUN1	10.7648	4205.0509	13	4
YLR415C		0.7226	38.5745	9	0
YLR417W	VPS36	5.6277	802.5639	11	3
YLR418C	CDC73	3.0915	2713.4382	11	6
YLR419W		2.1214	988.3274	12	6
YLR420W	URA4	15.0818	11111.1289	13	7
YLR421C	RPN13	13.8877	13496.5321	13	6
YLR422W	DCK1	2.5533	700.7890	11	5
YLR423C	ATG17	1.4961	170.3358	10	3
YLR424W	SPP382	1.5939	114.7018	11	2
YLR425W	TUS1	2.2071	106.1715	10	0
YLR426W	TDA5	3.5383	182.7339	12	3
YLR427W	MAG2	3.4371	3118.1684	12	4
YLR429W	CRN1	9.4730	4055.5205	12	8
YLR430W	SEN1	2.8655	656.8197	11	8
YLR431C	ATG23	1.9034	309.7506	11	1
YLR432W	IMD3	20.7075	10180.6823	12	9
YLR433C	CNA1	3.5193	465.8794	11	6
YLR435W	TSR2	9.0156	1643.3781	10	6
YLR436C	ECM30	2.7233	1516.8251	11	5
YLR437C	DIF1	3.0806	1518.8838	12	2
YLR438C-A	LSM3	12.7243	3354.7409	8	5
YLR438W	CAR2	21.6797	7951.3883	12	9
YLR439W	MRPL4	4.6542	759.6916	13	4
YLR440C	SEC39	3.0630	1486.3442	11	4
YLR441C	RPS1A	39.4505	313776.6297	13	8
YLR442C	SIR3	1.5888	647.9329	11	3
YLR443W	ECM7	1.3159	433.0960	10	0
YLR445W	GMC2	0.2823	8.8110	7	0
YLR446W		1.2260	80.0734	9	0
YLR447C	VMA6	13.5028	13106.3505	13	8
YLR448W	RPL6B	51.2616	117304.6940	12	9
YLR449W	FPR4	12.5337	6301.7315	13	8
YLR450W	HMG2	1.7990	603.6931	12	5
YLR451W	LEU3	1.1054	975.1275	12	3
YLR452C	SST2	4.3131	2660.1042	12	7
YLR453C	RIF2	0.9187	38.0508	11	1
YLR454W	FMP27	1.7165	335.8783	12	3
YLR455W	PDP3	5.6034	857.5504	11	5
YLR456W		0.8272	107.6365	11	1
YLR457C	NBP1	2.2456	124.7707	10	3
YLR459W	GAB1	1.3631	480.0208	13	2
YLR460C		3.5211	549.8772	10	3
YLR461W	PAU4	0.8231	59.9817	9	0
YLR462W		0.5264	35.4624	6	0
YLR464W		0.4110	20.7952	4	0
YLR466C-B		0.7560	33.2212	2	0
YLR466W	YRF1-4	1.6638	336.4325	6	1
YLR467W	YRF1-5	0.2410	23.7452	5	0
YML001W	YPT7	9.4035	17093.7064	12	6
YML002W		1.6045	232.7900	11	1
YML003W		0.3950	52.8767	7	0
YML004C	GLO1	5.7512	9442.6088	12	5
YML005W	TRM12	4.5318	451.6221	10	5
YML006C	GIS4	3.3455	769.5401	10	3
YML007C-A		1.1390	9.8625	4	1
YML007W	YAP1	6.6811	1687.1250	11	5
YML008C	ERG6	38.3600	20645.3109	13	9
YML009C	MRPL39	5.9807	3123.0102	13	4
YML010W	SPT5	11.9257	3516.5596	11	8
YML011C	RAD33	2.7539	354.2392	12	4
YML012W	ERV25	21.0679	33941.6495	13	6
YML013W	UBX2	10.7817	2702.5454	11	4
YML014W	TRM9	4.6932	512.4907	12	6
YML015C	TAF11	1.5133	933.3746	11	3
YML016C	PPZ1	3.3793	1369.4470	12	7
YML017W	PSP2	9.8016	1434.0363	10	8
YML018C		4.4718	1562.8888	13	3
YML019W	OST6	1.6931	370.6834	11	4
YML020W		3.9862	562.5662	12	4
YML021C	UNG1	2.5302	653.1490	11	3
YML022W	APT1	13.4383	9105.6913	12	9
YML023C	NSE5	1.8506	496.1196	11	1
YML024W	RPS17A	41.0910	53086.5639	11	6
YML025C	YML6	10.5854	2407.1574	12	5
YML026C	RPS18B	24.6171	108347.6278	12	4
YML027W	YOX1	1.3989	560.2656	12	1
YML028W	TSA1	93.9543	424301.2119	13	9
YML029W	USA1	5.1465	711.8851	13	4
YML030W	RCF1	3.5516	3341.8703	13	3
YML031W	NDC1	12.6668	3896.4310	13	5
YML032C	RAD52	2.8246	444.5987	11	4
YML034W	SRC1	2.6415	451.4872	11	4
YML035C	AMD1	12.8855	4207.7693	11	7
YML036W	CGI121	3.6357	2075.9346	11	2
YML037C		1.7393	78.5783	10	4
YML038C	YMD8	5.5410	1646.6141	11	3
YML039W		1.1818	444.6801	5	2
YML040W		1.5695	521.7911	5	0
YML041C	VPS71	2.3109	747.9257	11	2
YML042W	CAT2	1.0110	98.1517	11	4
YML043C	RRN11	1.6507	152.3893	11	1
YML045W		4.5641	1463.4250	6	0
YML045W-A		NA	NA	0	0
YML046W	PRP39	6.4863	1209.3909	11	4
YML047C	PRM6	0.5846	26.8607	9	0
YML048W	GSF2	14.8221	6013.5557	13	6
YML049C	RSE1	3.3719	1119.7188	11	6
YML050W	AIM32	0.8766	80.9451	11	1
YML051W	GAL80	2.6331	625.4543	12	1
YML052W	SUR7	14.0090	11879.5267	13	5
YML053C		3.0965	1117.6929	11	1
YML054C	CYB2	4.5769	300.0194	11	5
YML054C-A		0.0906	1.3694	2	0
YML055W	SPC2	7.2295	2788.1687	12	5
YML056C	IMD4	15.7181	32342.5622	12	8
YML057W	CMP2	5.7323	686.3117	13	8
YML058W	SML1	17.8944	17748.9707	11	4
YML058W-A	HUG1	0.6317	17.4000	6	1
YML059C	NTE1	2.3401	793.8657	11	7
YML060W	OGG1	5.2408	474.4135	11	2
YML061C	PIF1	3.0009	640.7830	12	4
YML062C	MFT1	4.8077	2471.5760	11	5
YML063W	RPS1B	51.2847	311711.3793	13	9
YML064C	TEM1	4.2495	687.2359	12	3
YML065W	ORC1	3.5892	1723.4885	12	4
YML066C	SMA2	0.5557	36.5145	10	0
YML067C	ERV41	3.6644	2190.8600	13	4
YML068W	ITT1	1.3324	213.5598	11	1
YML069W	POB3	9.7813	2303.7305	11	9
YML070W	DAK1	11.1103	5747.9995	13	8
YML071C	COG8	7.5753	2033.2544	12	6
YML072C	TCB3	12.1655	6462.5146	13	8
YML073C	RPL6A	26.3945	68789.9613	12	8
YML074C	FPR3	10.9968	9038.4458	11	8
YML075C	HMG1	3.6299	440.9024	13	6
YML076C	WAR1	2.4602	552.8099	12	3
YML077W	BET5	1.8489	506.3766	11	2
YML078W	CPR3	6.3107	5141.0072	13	6
YML079W		5.8902	2366.4967	12	3
YML080W	DUS1	2.8223	1115.2820	12	4
YML081C-A	ATP18	13.0592	4794.3986	8	5
YML081W	TDA9	3.6720	715.5323	12	3
YML082W		5.5835	798.5971	11	5
YML083C		0.3662	13.7083	8	0
YML085C	TUB1	12.7097	22883.9092	13	9
YML086C	ALO1	10.8597	6605.3442	13	8
YML087C	AIM33	1.0117	51.9160	9	0
YML088W	UFO1	3.9244	353.1406	12	3
YML091C	RPM2	2.1057	235.0719	12	4
YML092C	PRE8	17.6633	17841.4643	12	9
YML093W	UTP14	5.5687	746.1960	11	5
YML094W	GIM5	5.6625	2930.7040	10	7
YML095C	RAD10	0.9552	177.6270	9	2
YML096W		2.1532	850.7489	11	4
YML097C	VPS9	11.9781	1184.8737	12	4
YML098W	TAF13	3.2921	556.2239	10	3
YML099C	ARG81	2.3650	1066.8632	11	1
YML100W	TSL1	8.7867	1320.3607	13	8
YML100W-A		0.3218	3.7935	6	0
YML101C	CUE4	6.0616	2862.8739	12	4
